,brand,item_name,min_price,max_price,min_product_size,max_product_size,store,product_size,unit,price,special_price,substitution,substitute_brand,substitute_productname,url
34,Coles,Apple & Blackcurrant Juice,2,2,2000,2000,Merrylands,2000,ml,2.8,,,,,https://www.coles.com.au/product/coles-apple-and-blackcurrant-juice-2l-2531529
35,Coles,Avocado Dip,1.9,1.9,200,200,East Village,200,g,2.4,,,,,https://www.coles.com.au/product/coles-dairy-avocado-dip-200g-6530710
36,Coles,Avocado Dip,1.9,1.9,200,200,Merrylands,200,g,2.4,,1,Coles,Coles Dairy Avocado Dip,https://www.coles.com.au/product/coles-dairy-avocado-dip-200g-6530710
37,Coles,Baby Rocket Lettuce Prepacked,3,3,120,120,East Village,120,g,3,,1,Coles,Lettuce Baby Rocket,https://www.coles.com.au/product/coles-lettuce-baby-rocket-120g-1499475
38,Coles,Baby Rocket Lettuce Prepacked,3,3,120,120,Merrylands,120,g,3,,,,,https://www.coles.com.au/product/coles-lettuce-baby-rocket-120g-1499475
39,Coles,Baby White Potatoes Prepacked,3.5,3.5,1000,1000,East Village,1000,g,3.8,,,,,https://www.coles.com.au/product/coles-baby-white-potatoes-prepacked-1kg-2488485
40,Coles,Baby White Potatoes Prepacked,3.5,3.5,1000,1000,Merrylands,1000,g,3.8,,,,,https://www.coles.com.au/product/coles-baby-white-potatoes-prepacked-1kg-2488485
41,Coles,Baked Beans In BBQ Sauce,0.9,0.9,425,425,East Village,425,g,1.5,,,,,https://www.coles.com.au/product/coles-baked-beans-in-bbq-sauce-425g-5324779
42,Coles,Baked Beans In BBQ Sauce,0.9,0.9,425,425,Merrylands,425,g,1.5,,,,,https://www.coles.com.au/product/coles-baked-beans-in-bbq-sauce-425g-5324779
43,Coles,Bakery buttermilk scones 6 pack,4.5,4.5,405,405,East Village,,g,6,,,,,https://www.coles.com.au/product/coles-bakery-buttermilk-scones-6-pack-8601853
44,Coles,Bakery buttermilk scones 6 pack,4.5,4.5,405,405,Merrylands,,g,6,,,,,https://www.coles.com.au/product/coles-bakery-buttermilk-scones-6-pack-8601853
45,Coles,Bakery rock cakes 6 pack,3.95,3.95,252,252,East Village,,g,4.8,,,,,https://www.coles.com.au/product/coles-bakery-rock-cakes-6-pack-5073806
46,Coles,Bakery rock cakes 6 pack,3.95,3.95,252,252,Merrylands,,g,4.8,,,,,https://www.coles.com.au/product/coles-bakery-rock-cakes-6-pack-5073806
47,Coles,Bakery White Toast Bread Loaf,2,2,680,680,East Village,680,g,2.7,,1,Coles,Bakery Super Soft White Toast Loaf,https://www.coles.com.au/product/coles-bakery-super-soft-white-toast-loaf-680g-8104972
48,Coles,Bakery White Toast Bread Loaf,2,2,680,680,Merrylands,680,g,2.7,,1,Coles,Bakery Super Soft White Toast Loaf,https://www.coles.com.au/product/coles-bakery-super-soft-white-toast-loaf-680g-8104972
49,Coles,Bakery Wholemeal Block Loaf,2,2,680,680,East Village,800,g,3.5,,1,Coles,Bakery Wholemeal Loaf,https://www.coles.com.au/product/coles-bakery-wholemeal-loaf-800g-5216619
50,Coles,Bakery Wholemeal Block Loaf,2,2,680,680,Merrylands,800,g,3.5,,1,Coles,Bakery Wholemeal Loaf,https://www.coles.com.au/product/coles-bakery-wholemeal-loaf-800g-5216619
51,Coles,Banana cavendish,1.99,1.99,1000,1000,East Village,180,g,0.81,,1,Coles,Fresh Bananas,https://www.coles.com.au/product/fresh-bananas-approx.-180g-409499
52,Coles,Banana cavendish,1.99,1.99,1000,1000,Merrylands,180,g,0.72,,1,Coles,Fresh Bananas,https://www.coles.com.au/product/fresh-bananas-approx.-180g-409499
53,Coles,Beef Mince Regular 3 Star,6.5,11.5,500,1000,East Village,500,g,7,,1,Coles,No Added Hormone Beef 3 Star Regular Mince,https://www.coles.com.au/product/coles-no-added-hormone-beef-3-star-regular-mince-500g-9012814
54,Coles,Beef Mince Regular 3 Star,6.5,11.5,500,1000,Merrylands,1000,g,12,,1,Coles,No Added Hormone Beef 3 Star Regular Mince,https://www.coles.com.au/product/coles-no-added-hormone-beef-3-star-regular-mince-1kg-9012825
55,Coles,Beef Silverside Corned,8,9,1000,1400,East Village,1400,g,14,,1,Coles,Corned Silverside,https://www.coles.com.au/product/coles-corned-silverside-approx.-1.4kg-4251534
56,Coles,Beef Silverside Corned,8,9,1000,1400,Merrylands,1400,g,14,,1,Coles,Corned Silverside,https://www.coles.com.au/product/coles-corned-silverside-approx.-1.4kg-4251534
57,Coles,Blueberry Muffins 4 pack,3.5,3.5,480,480,East Village,420,g,4.7,,,,,https://www.coles.com.au/product/coles-blueberry-muffins-4-pack-2409274
58,Coles,Blueberry Muffins 4 pack,3.5,3.5,480,480,Merrylands,420,g,4.7,,,,,https://www.coles.com.au/product/coles-blueberry-muffins-4-pack-2409274
59,Coles,Bran Flakes With Sultanas,3.3,3.3,500,500,East Village,580,g,4.05,,,,,https://www.coles.com.au/product/coles-bran-flakes-with-sultanas-580g-5650670
60,Coles,Bran Flakes With Sultanas,3.3,3.3,500,500,Merrylands,580,g,4.05,,,,,https://www.coles.com.au/product/coles-bran-flakes-with-sultanas-580g-5650670
61,Coles,Broccoli,2.5,2.5,1000,1000,East Village,340,g,1.33,,,,,https://www.coles.com.au/product/coles-broccoli-approx.-340g-each-407755
62,Coles,Broccoli,2.5,2.5,1000,1000,Merrylands,340,g,1.33,,,,,https://www.coles.com.au/product/coles-broccoli-approx.-340g-each-407755
63,Coles,Brown Rice,2.5,2.5,1000,1000,East Village,1000,g,2.5,,,,,https://www.coles.com.au/product/coles-brown-rice-1-kg-1075107
64,Coles,Brown Rice,2.5,2.5,1000,1000,Merrylands,1000,g,2.5,,,,,https://www.coles.com.au/product/coles-brown-rice-1-kg-1075107
65,Coles,Brushed Baby Potato,3,3,1000,1000,East Village,1000,g,3,,,,,https://www.coles.com.au/product/coles-brushed-baby-potato-1kg-2517630
66,Coles,Brushed Baby Potato,3,3,1000,1000,Merrylands,1000,g,3,,,,,https://www.coles.com.au/product/coles-brushed-baby-potato-1kg-2517630
67,Coles,Butter Pat,5.6,5.6,500,500,East Village,500,g,6.9,,,,,https://www.coles.com.au/product/coles-butter-pat-500g-210160
68,Coles,Butter Pat,5.6,5.6,500,500,Merrylands,500,g,6.9,,,,,https://www.coles.com.au/product/coles-butter-pat-500g-210160
69,Coles,Canola Oil,2.5,2.5,750,750,East Village,750,ml,3.95,,,,,https://www.coles.com.au/product/coles-canola-oil-750ml-4616564
70,Coles,Canola Oil,2.5,2.5,750,750,Merrylands,750,ml,3.95,,,,,https://www.coles.com.au/product/coles-canola-oil-750ml-4616564
71,Coles,Canola Spread,2,2,500,500,East Village,NA,NA,NA,,,,,
72,Coles,Canola Spread,2,2,500,500,Merrylands,NA,NA,NA,,,,,
73,Coles,Cheddar Block,8,8,1000,1000,East Village,1000,g,11,,1,Coles,Cheddar Cheese Block,https://www.coles.com.au/product/coles-cheddar-cheese-block-1kg-2071305
74,Coles,Cheddar Block,8,8,1000,1000,Merrylands,1000,g,11,,,,,https://www.coles.com.au/product/coles-cheddar-cheese-block-1kg-2071305
75,Coles,Cheese Slices 24 Pack,3.9,3.9,500,500,East Village,500,g,4.75,,1,Coles,Dairy Cheese Slices Processed,https://www.coles.com.au/product/coles-dairy-cheese-slices-processed-500g-244242
76,Coles,Cheese Slices 24 Pack,3.9,3.9,500,500,Merrylands,500,g,9.5,,1,Coles,Tasty Cheese Slices 24 Pack,https://www.coles.com.au/product/coles-tasty-cheese-slices-24-pack-500g-5433050
77,Coles,Cheese Supreme Corn Chips,1.9,1.9,200,200,East Village,200,g,2.3,,,,,https://www.coles.com.au/product/coles-cheese-supreme-corn-chips-200g-6992556
78,Coles,Cheese Supreme Corn Chips,1.9,1.9,200,200,Merrylands,200,g,2.3,,,,,https://www.coles.com.au/product/coles-cheese-supreme-corn-chips-200g-6992556
79,Coles,Chicken Flavour Noodle Snacks 12 pack,2.85,2.85,300,300,East Village,NA,NA,NA,,,,,
80,Coles,Chicken Flavour Noodle Snacks 12 pack,2.85,2.85,300,300,Merrylands,NA,NA,NA,,,,,
81,Coles,Chicken Snack Bites,1.4,1.4,200,200,East Village,NA,NA,NA,,,,,
82,Coles,Chicken Snack Bites,1.4,1.4,200,200,Merrylands,,,,,,,,
83,Coles,Chickpeas,0.8,0.8,420,420,East Village,420,g,1,,,,,https://www.coles.com.au/product/coles-chick-peas-420g-8075852
84,Coles,Chickpeas,0.8,0.8,420,420,Merrylands,420,g,1,,,,,https://www.coles.com.au/product/coles-chick-peas-420g-8075852
85,Coles,Cocoa Puffs,1.9,1.9,300,300,East Village,475,g,3,,,,,https://www.coles.com.au/product/coles-cocoa-puffs-475g-4769500
86,Coles,Cocoa Puffs,1.9,1.9,300,300,Merrylands,475,g,3,,,,,https://www.coles.com.au/product/coles-cocoa-puffs-475g-4769500
87,Coles,Coles Deli Thawed Barramundi Fillets,14,14,1000,1000,East Village,350,g,5.95,,,,,https://www.coles.com.au/product/coles-deli-thawed-barramundi-fillets-approx.-350g-9586449
88,Coles,Coles Deli Thawed Barramundi Fillets,14,14,1000,1000,Merrylands,350,g,6.65,5.95,,,,https://www.coles.com.au/product/coles-deli-thawed-barramundi-fillets-approx.-350g-9586449
89,Coles,Coles Greek Style Natural Yoghurt,3.9,3.9,1000,1000,East Village,1000,g,4.4,,,,,https://www.coles.com.au/product/coles-greek-style-natural-yoghurt-1kg-2273478
90,Coles,Coles Greek Style Natural Yoghurt,3.9,3.9,1000,1000,Merrylands,1000,g,4.4,,,,,https://www.coles.com.au/product/coles-greek-style-natural-yoghurt-1kg-2273478
91,Coles,Coles Natural Almonds (Prepacked),6,6,350,350,East Village,350,g,6,,,,,https://www.coles.com.au/product/coles-natural-almonds-prepacked-350g-3017564
92,Coles,Coles Natural Almonds (Prepacked),6,6,350,350,Merrylands,350,g,6,,,,,https://www.coles.com.au/product/coles-natural-almonds-prepacked-350g-3017564
93,Coles,Coles Organic Soy Milk,1.6,1.6,1000,1000,East Village,1000,ml,1.6,,,,,https://www.coles.com.au/product/coles-organic-soy-milk-1l-3492954
94,Coles,Coles Organic Soy Milk,1.6,1.6,1000,1000,Merrylands,1000,ml,1.6,,,,,https://www.coles.com.au/product/coles-organic-soy-milk-1l-3492954
95,Coles,Coleslaw salad,6.5,6.5,800,800,East Village,800,g,7,,,,,https://www.coles.com.au/product/coles-kitchen-coleslaw-salad-800g-1991851
96,Coles,Coleslaw salad,6.5,6.5,800,800,Merrylands,800,g,7,,,,,https://www.coles.com.au/product/coles-kitchen-coleslaw-salad-800g-1991851
97,Coles,Corn Flakes,1.7,1.7,475,475,East Village,475,g,1.9,,,,,https://www.coles.com.au/product/coles-cereal-corn-flakes-475g-8728071
98,Coles,Corn Flakes,1.7,1.7,475,475,Merrylands,475,g,1.9,,,,,https://www.coles.com.au/product/coles-cereal-corn-flakes-475g-8728071
99,Coles,Cracker Squares,0.95,0.95,250,250,East Village,250,g,0.95,,,,,https://www.coles.com.au/product/coles-cracker-squares-250g-2471835
100,Coles,Cracker Squares,0.95,0.95,250,250,Merrylands,250,g,0.95,,,,,https://www.coles.com.au/product/coles-cracker-squares-250g-2471835
101,Coles,Dairy Yoghurt Peach & Mango,3.4,3.4,1000,1000,East Village,1000,g,4,,,,,https://www.coles.com.au/product/coles-dairy-yoghurt-peach-and-mango-1kg-9554511
102,Coles,Dairy Yoghurt Peach & Mango,3.4,3.4,1000,1000,Merrylands,1000,g,4,,,,,https://www.coles.com.au/product/coles-dairy-yoghurt-peach-and-mango-1kg-9554511
103,Coles,Diet Tonic Water,1,1,1250,1250,East Village,1250,ml,1.1,,1,Coles,Mixer Diet Tonic Diet Water,https://www.coles.com.au/product/coles-mixer-diet-tonic-diet-water-1.25l-5180497
104,Coles,Diet Tonic Water,1,1,1250,1250,Merrylands,1250,ml,1.1,,1,Coles,Mixer Diet Tonic Diet Water,https://www.coles.com.au/product/coles-mixer-diet-tonic-diet-water-1.25l-5180497
105,Coles,Dried Pitted Dates,1.75,1.75,500,500,East Village,500,g,1.85,,1,Coles,Pitted Dates,https://www.coles.com.au/product/coles-pitted-dates-500g-5450219
106,Coles,Dried Pitted Dates,1.75,1.75,500,500,Merrylands,500,g,1.85,,1,Coles,Pitted Dates,https://www.coles.com.au/product/coles-pitted-dates-500g-5450219
107,Coles,Durum Wheat Rigatoni Pasta,1.2,1.2,500,500,East Village,500,g,1,,,,,https://www.coles.com.au/product/coles-durum-wheat-pasta-rigatoni-500g-4515283
108,Coles,Durum Wheat Rigatoni Pasta,1.2,1.2,500,500,Merrylands,500,g,1,,,,,https://www.coles.com.au/product/coles-durum-wheat-pasta-rigatoni-500g-4515283
109,Coles,Finest Filled pasta pork fennel,5,5,375,375,East Village,,,,,,,,
110,Coles,Finest Filled pasta pork fennel,5,5,375,375,Merrylands,,,,,,,,
111,Coles,Free Range RSPCA Approved Chicken Drumsticks,4.5,5.5,1000,1000,East Village,1400,g,9.1,,,,,https://www.coles.com.au/product/coles-free-range-rspca-approved-chicken-drumsticks-approx.-1.4kg-3228774
112,Coles,Free Range RSPCA Approved Chicken Drumsticks,4.5,5.5,1000,1000,Merrylands,1400,g,9.1,,,,,https://www.coles.com.au/product/coles-free-range-rspca-approved-chicken-drumsticks-approx.-1.4kg-3228774
113,Coles,Fresh Loose Cup Mushrooms,6,8,500,1000,East Village,200,g,2.5,,,,,https://www.coles.com.au/product/coles-fresh-loose-cup-mushrooms-approx.-200g-4594010
114,Coles,Fresh Loose Cup Mushrooms,6,8,500,1000,Merrylands,200,g,2.5,,,,,https://www.coles.com.au/product/coles-fresh-loose-cup-mushrooms-approx.-200g-4594010
115,Coles,Fresh Packham Pear,3.9,3.9,1000,1000,East Village,1000,g,3.9,,,,,https://www.coles.com.au/product/coles-packham-pears-1kg-1-each-9006662
116,Coles,Fresh Packham Pear,3.9,3.9,1000,1000,Merrylands,1000,g,3.9,,,,,https://www.coles.com.au/product/coles-packham-pears-1kg-1-each-9006662
117,Coles,Frozen Beer Battered White Fish Fillet 6 pack,4.6,4.6,425,425,East Village,425,g,4.4,,1,Coles,Frozen Fish Fillets Beer Bettered,https://www.coles.com.au/product/coles-frozen-fish-fillets-beer-battered-425g-4408159
118,Coles,Frozen Beer Battered White Fish Fillet 6 pack,4.6,4.6,425,425,Merrylands,425,g,4.4,,1,Coles,Frozen Fish Fillets Beer Battered,https://www.coles.com.au/product/coles-frozen-fish-fillets-beer-battered-425g-4408159
119,Coles,Frozen Chunky Potato Wedges,2,2,750,750,East Village,750,g,4.2,,,,,https://www.coles.com.au/product/coles-frozen-australian-potato-chunky-wedges-750g-6068969
120,Coles,Frozen Chunky Potato Wedges,2,2,750,750,Merrylands,750,g,4.2,,1,Coles,Frozen Australian Potato Chunky Wedges,https://www.coles.com.au/product/coles-frozen-australian-potato-chunky-wedges-750g-6068969
121,Coles,Frozen Family Apple Pie,3.2,3.2,600,600,East Village,600,g,3.6,,1,Coles,Pie Fruit Apple,https://www.coles.com.au/product/coles-pie-fruit-apple-600g-187546
122,Coles,Frozen Family Apple Pie,3.2,3.2,600,600,Merrylands,600,g,4,,1,Coles,Nanna's Frozen Apple Pie,https://www.coles.com.au/product/nanna's-frozen-apple-pie-600g-187477
123,Coles,Frozen Original Crumbed White Fish Fillets,8,8,1000,1000,East Village,1000,g,10,,1,Coles,Frozen Fish Fillet Crumbed,https://www.coles.com.au/product/coles-frozen-fish-fillet-crumbed-1kg-4408308
124,Coles,Frozen Original Crumbed White Fish Fillets,8,8,1000,1000,Merrylands,1000,g,10,,1,Coles,Frozen Fish Fillet Crumbed,https://www.coles.com.au/product/coles-frozen-fish-fillet-crumbed-1kg-4408308
125,Coles,Frozen Potato French Fries,1.9,1.9,1000,1000,East Village,900,g,4.5,,1,McCain,Superfries Frozen Potato Chips Shoestring,https://www.coles.com.au/product/mccain-superfries-frozen-potato-chips-shoestring-900g-476022
126,Coles,Frozen Potato French Fries,1.9,1.9,1000,1000,Merrylands,,,,,,,,
127,Coles,Frozen Potato Royals,3,3,1000,1000,East Village,1000,g,4.9,,1,Coles,Frozen Potato Royals Oven Fry,https://www.coles.com.au/product/coles-frozen-potato-royals-oven-fry-1kg-52128
128,Coles,Frozen Potato Royals,3,3,1000,1000,Merrylands,1000,g,4.9,,1,Coles,Frozen Potato Royals Oven Fry,https://www.coles.com.au/product/coles-frozen-potato-royals-oven-fry-1kg-52128
129,Coles,Fruit Filled 12 Bars Variety Pack,4.8,4.8,450,450,East Village,450,g,4.8,,,,,https://www.coles.com.au/product/coles-fruit-filled-12-bars-variety-pack-450g-5859889
130,Coles,Fruit Filled 12 Bars Variety Pack,4.8,4.8,450,450,Merrylands,450,g,4.8,,,,,https://www.coles.com.au/product/coles-fruit-filled-12-bars-variety-pack-450g-5859889
131,Coles,Full Cream Milk,2.39,2.39,2000,2000,East Village,2000,ml,3.1,,,,,https://www.coles.com.au/product/coles-full-cream-milk-2l-439693
132,Coles,Full Cream Milk,2.39,2.39,2000,2000,Merrylands,2000,ml,3.1,,,,,https://www.coles.com.au/product/coles-full-cream-milk-2l-439693
133,Coles,Gluten Free Five Seed Bread,4.5,4.5,500,500,East Village,,,,,,,,
134,Coles,Gluten Free Five Seed Bread,4.5,4.5,500,500,Merrylands,500,g,5.7,,1,Coles,I'M Free From 5 Seed Loaf,https://www.coles.com.au/product/coles-i'm-free-from-5-seed-loaf-500g-3216695
135,Coles,Gluten Free Soy & Linseed Bread,4.5,4.5,500,500,East Village,500,g,7.8,,1,Abbott's Bakery,Gluten Free Soy and Linseed Bread,https://www.coles.com.au/product/abbott's-bakery-gluten-free-soy-and-linseed-bread-500g-2834247
136,Coles,Gluten Free Soy & Linseed Bread,4.5,4.5,500,500,Merrylands,,,,,,,,
137,Coles,Gluten Free White Bread,4.5,4.5,500,500,East Village,550,g,7,,1,Tip Top,The One Gluten Free White,https://www.coles.com.au/product/tip-top-the-one-gluten-free-white-550g-4405660
138,Coles,Gluten Free White Bread,4.5,4.5,500,500,Merrylands,500,g,5.7,,1,Coles,I'M Free From White Loaf,https://www.coles.com.au/product/coles-i'm-free-from-white-loaf-500g-3216673
139,Coles,Gluten Free White Wraps,5,5,200,200,East Village,200,g,5.5,,1,Coles,IM Free From White Wraps,https://www.coles.com.au/product/coles-im-free-from-white-wraps-200g-1995386
140,Coles,Gluten Free White Wraps,5,5,200,200,Merrylands,200,g,5.5,,1,Coles,IM Free From White Wraps,https://www.coles.com.au/product/coles-im-free-from-white-wraps-200g-1995386
141,Coles,Granny smith apple,5,5,1000,1000,East Village,1000,g,4.9,,,,,https://www.coles.com.au/product/coles-granny-smith-apples-1kg-1-each-4438740
142,Coles,Granny smith apple,5,5,1000,1000,Merrylands,1000,g,4.9,,,,,https://www.coles.com.au/product/coles-granny-smith-apples-1kg-1-each-4438740
143,Coles,Ham Steaks,6,6,375,375,East Village,375,g,6.5,,,,,https://www.coles.com.au/product/coles-butcher-ham-steaks-375g-5986922
144,Coles,Ham Steaks,6,6,375,375,Merrylands,375,g,6.5,,,,,https://www.coles.com.au/product/coles-butcher-ham-steaks-375g-5986922
145,Coles,Hummus,1.9,1.9,200,200,East Village,200,g,2.4,,1,Coles,Dairy Hommus Dip,https://www.coles.com.au/product/coles-dairy-hommus-dip-200g-6530721
146,Coles,Hummus,1.9,1.9,200,200,Merrylands,200,g,2.4,,1,Coles,Dairy Hommus Dip,https://www.coles.com.au/product/coles-dairy-hommus-dip-200g-6530721
147,Coles,I'm Perfect Carrots Prepacked,2,2,1500,1500,East Village,1500,g,1.5,,,,,https://www.coles.com.au/product/coles-i'm-perfect-carrots-prepacked-1.5kg-3609392
148,Coles,I'm Perfect Carrots Prepacked,2,2,1500,1500,Merrylands,1500,g,1.5,,,,,https://www.coles.com.au/product/coles-i'm-perfect-carrots-prepacked-1.5kg-3609392
149,Coles,Iceberg Lettuce,1.9,1.9,500,500,East Village,,g,3.7,,,,,https://www.coles.com.au/product/coles-iceberg-lettuce-1-each-4584071
150,Coles,Iceberg Lettuce,1.9,1.9,500,500,Merrylands,,g,3.7,,,,,https://www.coles.com.au/product/coles-iceberg-lettuce-1-each-4584071
151,Coles,Juicing Carrots,4,4,2500,2500,East Village,2000,g,5.5,,1,Coles,Organic Carrots Prepacked,https://www.coles.com.au/product/coles-organic-carrots-prepacked-2kg-4995826
152,Coles,Juicing Carrots,4,4,2500,2500,Merrylands,2000,g,5.5,,1,Coles,Organic Carrots Prepacked,https://www.coles.com.au/product/coles-organic-carrots-prepacked-2kg-4995826
153,Coles,Kent pumpkin,4,4,1000,1000,East Village,900,g,2.25,,1,Coles,Kent Pumpkin Cut,https://www.coles.com.au/product/coles-kent-pumpkin-cut-approx.-900g-each-4202540
154,Coles,Kent pumpkin,4,4,1000,1000,Merrylands,900,g,2.25,,1,Coles,Kent Pumpkin Cut,https://www.coles.com.au/product/coles-kent-pumpkin-cut-approx.-900g-each-4202540
155,Coles,Kent Pumpkin Whole,4,4,1000,1000,East Village,900,g,2.25,,1,Coles,Kent Pumpkin Cut,https://www.coles.com.au/product/coles-kent-pumpkin-cut-approx.-900g-each-4202540
156,Coles,Kent Pumpkin Whole,4,4,1000,1000,Merrylands,4000,g,10,,,,,https://www.coles.com.au/product/coles-kent-pumpkin-whole-approx.-4kg-each-4183558
157,Coles,Kids Bananas,3.5,3.5,1000,1000,East Village,750,g,4.5,,,,,https://www.coles.com.au/product/coles-kids-pack-bananas-750g-2511791
158,Coles,Kids Bananas,3.5,3.5,1000,1000,Merrylands,750,g,4,,,,,https://www.coles.com.au/product/coles-kids-pack-bananas-750g-2511791
159,Coles,Lamb leg steaks middle eastern rub,14.5,14.5,450,450,East Village,210,g,7.5,,,,,https://www.coles.com.au/product/coles-lamb-leg-steak-with-middle-eastern-rub-2-pack-210g-4501427
160,Coles,Lamb leg steaks middle eastern rub,14.5,14.5,450,450,Merrylands,210,g,7.5,,,,,https://www.coles.com.au/product/coles-lamb-leg-steak-with-middle-eastern-rub-2-pack-210g-4501427
161,Coles,Lamb Mint Rosemary Rump Steak Marinade,11.6,11.6,400,400,East Village,400,g,12,,1,Coles,Lamb Mint & Rosemary Rump Steak,https://www.coles.com.au/product/coles-lamb-mint-and-rosemary-rump-steak-approx.-400g-each-3304431
162,Coles,Lamb Mint Rosemary Rump Steak Marinade,11.6,11.6,400,400,Merrylands,400,g,12,,,,,https://www.coles.com.au/product/coles-lamb-mint-and-rosemary-rump-steak-approx.-400g-each-3304431
163,Coles,Light Cheese Slices 24 Pack,3.9,3.9,500,500,East Village,500,g,4.75,,1,Coles,Dairy Cheese Slices Processed Lite 24 Pack,https://www.coles.com.au/product/coles-dairy-cheese-slices-processed-lite-24-pack-500g-5164639
164,Coles,Light Cheese Slices 24 Pack,3.9,3.9,500,500,Merrylands,500,g,9.5,,1,Coles,Tasty Light Cheese Slices 24 Pack,https://www.coles.com.au/product/coles-tasty-light-cheese-slices-24-pack-500g-5433027
165,Coles,Light Greek Style Yoghurt,3.9,3.9,1000,1000,East Village,1000,g,4.4,,,,,https://www.coles.com.au/product/coles-light-greek-style-yoghurt-1kg-2273489
166,Coles,Light Greek Style Yoghurt,3.9,3.9,1000,1000,Merrylands,1000,g,4.4,,,,,https://www.coles.com.au/product/coles-light-greek-style-yoghurt-1kg-2273489
167,Coles,Light Olive Oil Spread,2,2,500,500,East Village,500,g,3.8,,1,Coles,Dairy Spread Olive Oil,https://www.coles.com.au/product/coles-dairy-spread-olive-oil-500g-9641809
168,Coles,Light Olive Oil Spread,2,2,500,500,Merrylands,500,g,3.8,,1,Coles,Dairy Spread Olive Oil,https://www.coles.com.au/product/coles-dairy-spread-olive-oil-500g-9641809
169,Coles,Light Sour Cream,3.4,3.4,500,500,East Village,500,g,4.2,,,,,https://www.coles.com.au/product/coles-light-sour-cream-500g-3676990
170,Coles,Light Sour Cream,3.4,3.4,500,500,Merrylands,500,g,4.2,,,,,https://www.coles.com.au/product/coles-light-sour-cream-500g-3676990
171,Coles,Lightly Fruited Sultana Cake,4.3,4.3,800,800,East Village,800,g,5.6,,,,,https://www.coles.com.au/product/coles-lightly-fruited-sultana-cake-800g-4991100
172,Coles,Lightly Fruited Sultana Cake,4.3,4.3,800,800,Merrylands,800,g,5.6,,,,,https://www.coles.com.au/product/coles-lightly-fruited-sultana-cake-800g-4991100
173,Coles,Long Grain Rice,1.4,1.4,1000,1000,East Village,1000,g,1.4,,,,,https://www.coles.com.au/product/coles-long-grain-rice-1kg-5357574
174,Coles,Long Grain Rice,1.4,1.4,1000,1000,Merrylands,1000,g,1.4,,,,,https://www.coles.com.au/product/coles-long-grain-rice-1kg-5357574
175,Coles,Loose gold sweet potato,4.9,4.9,1000,1000,East Village,1000,g,4.5,,1,Coles,Gold Sweet Potatoes,https://www.coles.com.au/product/coles-gold-sweet-potatoes-1kg-4291131
176,Coles,Loose gold sweet potato,4.9,4.9,1000,1000,Merrylands,450,g,2.21,,,,,https://www.coles.com.au/product/coles-sweet-gold-potatoes-loose-approx.-450g-4199503
177,Coles,Mango Slices In Syrup,1.55,1.55,425,425,East Village,425,g,1.55,,,,,https://www.coles.com.au/product/coles-mango-slices-in-syrup-425g-9030215
178,Coles,Mango Slices In Syrup,1.55,1.55,425,425,Merrylands,425,g,1.55,,,,,https://www.coles.com.au/product/coles-mango-slices-in-syrup-425g-9030215
179,Coles,Marmalade Spread,1.3,1.3,500,500,East Village,450,g,2.5,,1,Coles,Breakfast Marmalade,https://www.coles.com.au/product/coles-breakfast-marmalade-450g-6063896
180,Coles,Marmalade Spread,1.3,1.3,500,500,Merrylands,450,g,2.5,,1,Coles,Breakfast Marmalade,https://www.coles.com.au/product/coles-breakfast-marmalade-450g-6063896
181,Coles,Mighty Grain Cereal,3.5,3.5,560,560,East Village,560,g,4.5,,,,,https://www.coles.com.au/product/coles-mighty-grain-cereal-560g-7973422
182,Coles,Mighty Grain Cereal,3.5,3.5,560,560,Merrylands,560,g,4.5,,,,,https://www.coles.com.au/product/coles-mighty-grain-cereal-560g-7973422
183,Coles,Mixed Dried Fruit,2.3,2.3,375,375,East Village,1000,g,5.5,,,,,https://www.coles.com.au/product/coles-dried-mixed-fruit-1kg-5357643
184,Coles,Mixed Dried Fruit,2.3,2.3,375,375,Merrylands,1000,g,5.5,,,,,https://www.coles.com.au/product/coles-dried-mixed-fruit-1kg-5357643
185,Coles,Multi Vitamin Juice,2,2,2000,2000,East Village,2000,ml,2.8,,,,,https://www.coles.com.au/product/coles-multi-vitamin-juice-2l-2531584
186,Coles,Multi Vitamin Juice,2,2,2000,2000,Merrylands,2000,ml,2.8,,,,,https://www.coles.com.au/product/coles-multi-vitamin-juice-2l-2531584
187,Coles,Nature's Kitchen Curried Pumpkin & Corn Burger,3.5,3.5,250,250,East Village,250,g,3.75,,,,,https://www.coles.com.au/product/coles-nature's-kitchen-curried-pumpkin-and-corn-burger-250g-2752153
188,Coles,Nature's Kitchen Curried Pumpkin & Corn Burger,3.5,3.5,250,250,Merrylands,250,g,3.75,,,,,https://www.coles.com.au/product/coles-nature's-kitchen-curried-pumpkin-and-corn-burger-250g-2752153
189,Coles,Natures Kitchen firm Tofu,2.3,2.3,300,300,East Village,300,g,2.3,,,,,https://www.coles.com.au/product/coles-nature's-kitchen-firm-tofu-300g-2752255
190,Coles,Natures Kitchen firm Tofu,2.3,2.3,300,300,Merrylands,300,g,2.3,,,,,https://www.coles.com.au/product/coles-nature's-kitchen-firm-tofu-300g-2752255
191,Coles,Neapolitan Ice Cream Tub,4.9,4.9,4000,4000,East Village,4000,ml,7,,,,,https://www.coles.com.au/product/coles-neapolitan-ice-cream-tub-4l-208216
